Park,Year,Month,Temp,Vistors,Lat,Lng
Rocky Mountain National Park,2013,2,24.375555555555554,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,3,36.00599999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,4,39.611,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,5,51.62636363636364,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,6,68.803,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,7,69.563,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,8,68.193,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,9,59.38899999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,10,44.22363636363636,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,11,38.189,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2013,12,26.666000000000004,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,1,26.572000000000006,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,2,28.035999999999998,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,3,37.627,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,4,43.556999999999995,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,5,50.905,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,6,64.199,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,7,68.81272727272727,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,8,66.22200000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,9,60.23199999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,10,53.68599999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,11,35.861999999999995,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2014,12,30.62,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,1,33.295,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,2,32.315555555555555,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,3,40.775454545454544,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,4,43.31,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,5,48.29599999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,6,65.619,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,7,66.876,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,8,67.60181818181819,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,9,64.69200000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,10,48.515,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,11,34.20399999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2015,12,25.502,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,1,28.61090909090909,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,2,35.85,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,3,35.95727272727272,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,4,42.40599999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,5,53.003,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,6,68.37599999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,7,70.32000000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,8,65.10454545454546,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,9,59.496,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,10,53.71,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,11,41.203,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2016,12,22.561999999999998,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,1,27.18636363636364,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,2,36.62222222222222,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,3,43.84,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,4,42.598,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,5,50.78181818181818,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,6,66.33800000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,7,69.90700000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,8,66.17099999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,9,59.909000000000006,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,10,51.11000000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,11,41.88600000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2017,12,32.366,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,1,32.748999999999995,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,2,25.682,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,3,39.777,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,4,47.022,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,5,55.79299999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,6,69.59100000000001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,7,72.47272727272728,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,8,67.87899999999999,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,9,66.001,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,10,42.99444444444444,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,11,32.995999999999995,,40.3427932,-105.68363889999999
Rocky Mountain National Park,2018,12,24.54545454545455,,40.3427932,-105.68363889999999
Yellowstone National Park,2009,1,26.815454545454546,,44.427963,-110.58845500000001
Yellowstone National Park,2009,2,30.238888888888887,,44.427963,-110.58845500000001
Yellowstone National Park,2009,3,34.7,,44.427963,-110.58845500000001
Yellowstone National Park,2009,4,44.89,,44.427963,-110.58845500000001
Yellowstone National Park,2009,5,53.38,,44.427963,-110.58845500000001
Yellowstone National Park,2009,6,56.935,,44.427963,-110.58845500000001
Yellowstone National Park,2009,7,68.15299999999999,,44.427963,-110.58845500000001
Yellowstone National Park,2009,8,68.21799999999999,,44.427963,-110.58845500000001
Yellowstone National Park,2009,9,67.48899999999999,,44.427963,-110.58845500000001
Yellowstone National Park,2009,10,35.78272727272727,,44.427963,-110.58845500000001
Yellowstone National Park,2009,11,32.760000000000005,,44.427963,-110.58845500000001
Yellowstone National Park,2009,12,16.157,,44.427963,-110.58845500000001
Yellowstone National Park,2010,1,27.279999999999994,,44.427963,-110.58845500000001
Yellowstone National Park,2010,2,28.543000000000003,,44.427963,-110.58845500000001
Yellowstone National Park,2010,3,39.075,,44.427963,-110.58845500000001
Yellowstone National Park,2010,4,41.978,,44.427963,-110.58845500000001
Yellowstone National Park,2010,5,45.851000000000006,,44.427963,-110.58845500000001
Yellowstone National Park,2010,6,56.843,,44.427963,-110.58845500000001
Yellowstone National Park,2010,7,70.44545454545455,,44.427963,-110.58845500000001
Yellowstone National Park,2010,8,67.223,,44.427963,-110.58845500000001
Yellowstone National Park,2010,9,61.602,,44.427963,-110.58845500000001
Yellowstone National Park,2010,10,50.448,,44.427963,-110.58845500000001
Yellowstone National Park,2010,11,28.961,,44.427963,-110.58845500000001
Yellowstone National Park,2010,12,24.55636363636363,,44.427963,-110.58845500000001
Yellowstone National Park,2011,1,23.358,,44.427963,-110.58845500000001
Yellowstone National Park,2011,2,21.172222222222217,,44.427963,-110.58845500000001
Yellowstone National Park,2011,3,33.85545454545454,,44.427963,-110.58845500000001
Yellowstone National Park,2011,4,35.967,,44.427963,-110.58845500000001
Yellowstone National Park,2011,5,44.974,,44.427963,-110.58845500000001
Yellowstone National Park,2011,6,56.81399999999999,,44.427963,-110.58845500000001
Yellowstone National Park,2011,7,70.828,,44.427963,-110.58845500000001
Yellowstone National Park,2011,8,70.83454545454545,,44.427963,-110.58845500000001
Yellowstone National Park,2011,9,66.185,,44.427963,-110.58845500000001
Yellowstone National Park,2011,10,45.583,,44.427963,-110.58845500000001
Yellowstone National Park,2011,11,28.355,,44.427963,-110.58845500000001
Yellowstone National Park,2011,12,23.000000000000004,,44.427963,-110.58845500000001
Yellowstone National Park,2012,1,23.59272727272727,,44.427963,-110.58845500000001
Yellowstone National Park,2012,2,28.17666666666667,,44.427963,-110.58845500000001
Yellowstone National Park,2012,3,39.10272727272728,,44.427963,-110.58845500000001
Yellowstone National Park,2012,4,43.824,,44.427963,-110.58845500000001
Yellowstone National Park,2012,5,51.246,,44.427963,-110.58845500000001
Yellowstone National Park,2012,6,64.839,,44.427963,-110.58845500000001
Yellowstone National Park,2012,7,71.975,,44.427963,-110.58845500000001
Yellowstone National Park,2012,8,72.60909090909091,,44.427963,-110.58845500000001
Yellowstone National Park,2012,9,64.293,,44.427963,-110.58845500000001
Yellowstone National Park,2012,10,42.77,,44.427963,-110.58845500000001
Yellowstone National Park,2012,11,32.808,,44.427963,-110.58845500000001
Yellowstone National Park,2012,12,23.802,,44.427963,-110.58845500000001
Yellowstone National Park,2013,1,21.45,,44.427963,-110.58845500000001
Yellowstone National Park,2013,2,25.13666666666667,,44.427963,-110.58845500000001
Yellowstone National Park,2013,3,34.253,,44.427963,-110.58845500000001
Yellowstone National Park,2013,4,38.751,,44.427963,-110.58845500000001
Yellowstone National Park,2013,5,51.94454545454546,,44.427963,-110.58845500000001
Yellowstone National Park,2013,6,65.221,,44.427963,-110.58845500000001
Yellowstone National Park,2013,7,73.699,,44.427963,-110.58845500000001
Yellowstone National Park,2013,8,73.27899999999998,,44.427963,-110.58845500000001
Yellowstone National Park,2013,9,59.36900000000001,,44.427963,-110.58845500000001
Yellowstone National Park,2013,10,43.2590909090909,,44.427963,-110.58845500000001
Yellowstone National Park,2013,11,31.809,,44.427963,-110.58845500000001
Yellowstone National Park,2013,12,18.393,,44.427963,-110.58845500000001
Yellowstone National Park,2014,1,25.252,,44.427963,-110.58845500000001
Yellowstone National Park,2014,2,22.827,,44.427963,-110.58845500000001
Yellowstone National Park,2014,3,33.195,,44.427963,-110.58845500000001
Yellowstone National Park,2014,4,41.217,,44.427963,-110.58845500000001
Yellowstone National Park,2014,5,53.94200000000001,,44.427963,-110.58845500000001
Yellowstone National Park,2014,6,57.037,,44.427963,-110.58845500000001
Yellowstone National Park,2014,7,71.6381818181818,,44.427963,-110.58845500000001
Yellowstone National Park,2014,8,63.696999999999996,,44.427963,-110.58845500000001
Yellowstone National Park,2014,9,60.68600000000001,,44.427963,-110.58845500000001
Yellowstone National Park,2014,10,50.411,,44.427963,-110.58845500000001
Yellowstone National Park,2014,11,31.448,,44.427963,-110.58845500000001
Yellowstone National Park,2014,12,26.37727272727273,,44.427963,-110.58845500000001
Yellowstone National Park,2015,1,28.818,,44.427963,-110.58845500000001
Yellowstone National Park,2015,2,33.86222222222222,,44.427963,-110.58845500000001
Yellowstone National Park,2015,3,42.55,,44.427963,-110.58845500000001
Yellowstone National Park,2015,4,42.972,,44.427963,-110.58845500000001
Yellowstone National Park,2015,5,51.338999999999984,,44.427963,-110.58845500000001
Yellowstone National Park,2015,6,69.045,,44.427963,-110.58845500000001
Yellowstone National Park,2015,7,66.369,,44.427963,-110.58845500000001
Yellowstone National Park,2015,8,70.0190909090909,,44.427963,-110.58845500000001
Yellowstone National Park,2015,9,61.41,,44.427963,-110.58845500000001
Yellowstone National Park,2015,10,50.109,,44.427963,-110.58845500000001
Yellowstone National Park,2015,11,27.543000000000003,,44.427963,-110.58845500000001
Yellowstone National Park,2015,12,20.816999999999997,,44.427963,-110.58845500000001
Yellowstone National Park,2016,1,25.69272727272728,,44.427963,-110.58845500000001
Yellowstone National Park,2016,2,32.03111111111111,,44.427963,-110.58845500000001
Yellowstone National Park,2016,3,35.13545454545454,,44.427963,-110.58845500000001
Yellowstone National Park,2016,4,46.531000000000006,,44.427963,-110.58845500000001
Yellowstone National Park,2016,5,51.537,,44.427963,-110.58845500000001
Yellowstone National Park,2016,6,68.836,,44.427963,-110.58845500000001
Yellowstone National Park,2016,7,70.28200000000001,,44.427963,-110.58845500000001
Yellowstone National Park,2016,8,70.63545454545455,,44.427963,-110.58845500000001
Yellowstone National Park,2016,9,55.25899999999999,,44.427963,-110.58845500000001
Yellowstone National Park,2016,10,43.751000000000005,,44.427963,-110.58845500000001
Yellowstone National Park,2016,11,39.42,,44.427963,-110.58845500000001
Yellowstone National Park,2016,12,15.325,,44.427963,-110.58845500000001
Yellowstone National Park,2017,1,18.183636363636364,,44.427963,-110.58845500000001
Yellowstone National Park,2017,2,29.991111111111113,,44.427963,-110.58845500000001
Yellowstone National Park,2017,3,38.00400000000001,,44.427963,-110.58845500000001
Yellowstone National Park,2017,4,42.946000000000005,,44.427963,-110.58845500000001
Yellowstone National Park,2017,5,52.70272727272727,,44.427963,-110.58845500000001
Yellowstone National Park,2017,6,62.111999999999995,,44.427963,-110.58845500000001
Yellowstone National Park,2017,7,74.38,,44.427963,-110.58845500000001
Yellowstone National Park,2017,8,69.315,,44.427963,-110.58845500000001
Yellowstone National Park,2017,9,55.993,,44.427963,-110.58845500000001
Yellowstone National Park,2017,10,44.58090909090909,,44.427963,-110.58845500000001
Yellowstone National Park,2017,11,31.498,,44.427963,-110.58845500000001
Yellowstone National Park,2017,12,24.507,,44.427963,-110.58845500000001
Yellowstone National Park,2018,1,26.78,,44.427963,-110.58845500000001
Yellowstone National Park,2018,2,21.307,,44.427963,-110.58845500000001
Yellowstone National Park,2018,3,32.326,,44.427963,-110.58845500000001
Yellowstone National Park,2018,4,40.243,,44.427963,-110.58845500000001
Yellowstone National Park,2018,5,54.398,,44.427963,-110.58845500000001
Yellowstone National Park,2018,6,59.992,,44.427963,-110.58845500000001
Yellowstone National Park,2018,7,73.64818181818181,,44.427963,-110.58845500000001
Yellowstone National Park,2018,8,69.03300000000002,,44.427963,-110.58845500000001
Yellowstone National Park,2018,9,62.75000000000002,,44.427963,-110.58845500000001
Yellowstone National Park,2018,10,45.040000000000006,,44.427963,-110.58845500000001
Yellowstone National Park,2018,11,29.704999999999995,,44.427963,-110.58845500000001
Yellowstone National Park,2018,12,21.31090909090909,,44.427963,-110.58845500000001
Yosemite National Park,2009,1,42.03545454545454,,37.8651011,-119.5383294
Yosemite National Park,2009,2,34.846666666666664,,37.8651011,-119.5383294
Yosemite National Park,2009,3,40.60699999999999,,37.8651011,-119.5383294
Yosemite National Park,2009,4,46.93899999999999,,37.8651011,-119.5383294
Yosemite National Park,2009,5,57.91000000000001,,37.8651011,-119.5383294
Yosemite National Park,2009,6,57.293000000000006,,37.8651011,-119.5383294
Yosemite National Park,2009,7,71.264,,37.8651011,-119.5383294
Yosemite National Park,2009,8,68.214,,37.8651011,-119.5383294
Yosemite National Park,2009,9,69.196,,37.8651011,-119.5383294
Yosemite National Park,2009,10,48.21727272727273,,37.8651011,-119.5383294
Yosemite National Park,2009,11,43.977,,37.8651011,-119.5383294
Yosemite National Park,2009,12,33.431999999999995,,37.8651011,-119.5383294
Yosemite National Park,2010,1,37.333,,37.8651011,-119.5383294
Yosemite National Park,2010,2,38.847,,37.8651011,-119.5383294
Yosemite National Park,2010,3,40.08900000000001,,37.8651011,-119.5383294
Yosemite National Park,2010,4,41.14200000000001,,37.8651011,-119.5383294
Yosemite National Park,2010,5,45.66,,37.8651011,-119.5383294
Yosemite National Park,2010,6,59.502,,37.8651011,-119.5383294
Yosemite National Park,2010,7,70.57363636363638,,37.8651011,-119.5383294
Yosemite National Park,2010,8,68.303,,37.8651011,-119.5383294
Yosemite National Park,2010,9,66.52199999999999,,37.8651011,-119.5383294
Yosemite National Park,2010,10,50.922,,37.8651011,-119.5383294
Yosemite National Park,2010,11,40.268,,37.8651011,-119.5383294
Yosemite National Park,2010,12,36.56727272727272,,37.8651011,-119.5383294
Yosemite National Park,2011,1,41.50299999999999,,37.8651011,-119.5383294
Yosemite National Park,2011,2,32.06777777777777,,37.8651011,-119.5383294
Yosemite National Park,2011,3,38.49818181818182,,37.8651011,-119.5383294
Yosemite National Park,2011,4,44.26,,37.8651011,-119.5383294
Yosemite National Park,2011,5,46.68,,37.8651011,-119.5383294
Yosemite National Park,2011,6,58.151,,37.8651011,-119.5383294
Yosemite National Park,2011,7,68.843,,37.8651011,-119.5383294
Yosemite National Park,2011,8,69.99636363636365,,37.8651011,-119.5383294
Yosemite National Park,2011,9,66.18299999999999,,37.8651011,-119.5383294
Yosemite National Park,2011,10,55.538999999999994,,37.8651011,-119.5383294
Yosemite National Park,2011,11,42.077,,37.8651011,-119.5383294
Yosemite National Park,2011,12,39.61900000000001,,37.8651011,-119.5383294
Yosemite National Park,2012,1,42.9209090909091,,37.8651011,-119.5383294
Yosemite National Park,2012,2,39.106666666666655,,37.8651011,-119.5383294
Yosemite National Park,2012,3,37.57545454545455,,37.8651011,-119.5383294
Yosemite National Park,2012,4,50.676,,37.8651011,-119.5383294
Yosemite National Park,2012,5,57.852,,37.8651011,-119.5383294
Yosemite National Park,2012,6,63.077,,37.8651011,-119.5383294
Yosemite National Park,2012,7,70.498,,37.8651011,-119.5383294
Yosemite National Park,2012,8,73.0109090909091,,37.8651011,-119.5383294
Yosemite National Park,2012,9,69.388,,37.8651011,-119.5383294
Yosemite National Park,2012,10,55.34,,37.8651011,-119.5383294
Yosemite National Park,2012,11,45.211999999999996,,37.8651011,-119.5383294
Yosemite National Park,2012,12,31.468000000000004,,37.8651011,-119.5383294
Yosemite National Park,2013,1,36.972727272727276,,37.8651011,-119.5383294
Yosemite National Park,2013,2,40.29,,37.8651011,-119.5383294
Yosemite National Park,2013,3,46.68,,37.8651011,-119.5383294
Yosemite National Park,2013,4,50.065,,37.8651011,-119.5383294
Yosemite National Park,2013,5,54.62,,37.8651011,-119.5383294
Yosemite National Park,2013,6,66.70700000000001,,37.8651011,-119.5383294
Yosemite National Park,2013,7,73.49000000000002,,37.8651011,-119.5383294
Yosemite National Park,2013,8,70.042,,37.8651011,-119.5383294
Yosemite National Park,2013,9,63.867,,37.8651011,-119.5383294
Yosemite National Park,2013,10,52.222727272727276,,37.8651011,-119.5383294
Yosemite National Park,2013,11,45.307,,37.8651011,-119.5383294
Yosemite National Park,2013,12,42.205,,37.8651011,-119.5383294
Yosemite National Park,2014,1,46.026,,37.8651011,-119.5383294
Yosemite National Park,2014,2,40.083,,37.8651011,-119.5383294
Yosemite National Park,2014,3,44.347,,37.8651011,-119.5383294
Yosemite National Park,2014,4,50.617,,37.8651011,-119.5383294
Yosemite National Park,2014,5,55.174,,37.8651011,-119.5383294
Yosemite National Park,2014,6,65.779,,37.8651011,-119.5383294
Yosemite National Park,2014,7,71.78181818181817,,37.8651011,-119.5383294
Yosemite National Park,2014,8,68.283,,37.8651011,-119.5383294
Yosemite National Park,2014,9,65.93299999999999,,37.8651011,-119.5383294
Yosemite National Park,2014,10,60.56800000000001,,37.8651011,-119.5383294
Yosemite National Park,2014,11,46.06700000000001,,37.8651011,-119.5383294
Yosemite National Park,2014,12,36.35,,37.8651011,-119.5383294
Yosemite National Park,2015,1,44.276,,37.8651011,-119.5383294
Yosemite National Park,2015,2,47.63555555555556,,37.8651011,-119.5383294
Yosemite National Park,2015,3,50.44636363636364,,37.8651011,-119.5383294
Yosemite National Park,2015,4,49.956,,37.8651011,-119.5383294
Yosemite National Park,2015,5,49.986000000000004,,37.8651011,-119.5383294
Yosemite National Park,2015,6,68.899,,37.8651011,-119.5383294
Yosemite National Park,2015,7,67.35800000000002,,37.8651011,-119.5383294
Yosemite National Park,2015,8,71.70909090909089,,37.8651011,-119.5383294
Yosemite National Park,2015,9,66.42999999999999,,37.8651011,-119.5383294
Yosemite National Park,2015,10,57.104,,37.8651011,-119.5383294
Yosemite National Park,2015,11,39.858000000000004,,37.8651011,-119.5383294
Yosemite National Park,2015,12,32.709,,37.8651011,-119.5383294
Yosemite National Park,2016,1,31.982727272727274,,37.8651011,-119.5383294
Yosemite National Park,2016,2,47.31,,37.8651011,-119.5383294
Yosemite National Park,2016,3,42.5309090909091,,37.8651011,-119.5383294
Yosemite National Park,2016,4,48.75400000000001,,37.8651011,-119.5383294
Yosemite National Park,2016,5,52.89,,37.8651011,-119.5383294
Yosemite National Park,2016,6,67.36499999999998,,37.8651011,-119.5383294
Yosemite National Park,2016,7,73.40299999999998,,37.8651011,-119.5383294
Yosemite National Park,2016,8,72.70636363636362,,37.8651011,-119.5383294
Yosemite National Park,2016,9,64.482,,37.8651011,-119.5383294
Yosemite National Park,2016,10,50.24,,37.8651011,-119.5383294
Yosemite National Park,2016,11,45.65,,37.8651011,-119.5383294
Yosemite National Park,2016,12,36.711999999999996,,37.8651011,-119.5383294
Yosemite National Park,2017,1,31.67636363636364,,37.8651011,-119.5383294
Yosemite National Park,2017,2,33.53,,37.8651011,-119.5383294
Yosemite National Park,2017,3,46.638000000000005,,37.8651011,-119.5383294
Yosemite National Park,2017,4,45.518,,37.8651011,-119.5383294
Yosemite National Park,2017,5,54.92454545454545,,37.8651011,-119.5383294
Yosemite National Park,2017,6,66.523,,37.8651011,-119.5383294
Yosemite National Park,2017,7,73.869,,37.8651011,-119.5383294
Yosemite National Park,2017,8,71.691,,37.8651011,-119.5383294
Yosemite National Park,2017,9,61.992,,37.8651011,-119.5383294
Yosemite National Park,2017,10,60.33454545454545,,37.8651011,-119.5383294
Yosemite National Park,2017,11,45.02200000000001,,37.8651011,-119.5383294
Yosemite National Park,2017,12,45.45399999999999,,37.8651011,-119.5383294
Yosemite National Park,2018,1,42.846,,37.8651011,-119.5383294
Yosemite National Park,2018,2,39.040000000000006,,37.8651011,-119.5383294
Yosemite National Park,2018,3,38.917,,37.8651011,-119.5383294
Yosemite National Park,2018,4,50.977,,37.8651011,-119.5383294
Yosemite National Park,2018,5,55.361999999999995,,37.8651011,-119.5383294
Yosemite National Park,2018,6,67.988,,37.8651011,-119.5383294
Yosemite National Park,2018,7,75.75363636363637,,37.8651011,-119.5383294
Yosemite National Park,2018,8,73.008,,37.8651011,-119.5383294
Yosemite National Park,2018,9,68.57999999999998,,37.8651011,-119.5383294
Yosemite National Park,2018,10,54.992222222222225,,37.8651011,-119.5383294
Yosemite National Park,2018,11,48.72700000000001,,37.8651011,-119.5383294
Yosemite National Park,2018,12,36.05363636363636,,37.8651011,-119.5383294
Zion National Park,2009,1,45.03636363636363,,37.298202200000006,-113.02630049999999
Zion National Park,2009,2,42.64111111111111,,37.298202200000006,-113.02630049999999
Zion National Park,2009,3,51.79699999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2009,4,54.513000000000005,,37.298202200000006,-113.02630049999999
Zion National Park,2009,5,70.38363636363638,,37.298202200000006,-113.02630049999999
Zion National Park,2009,6,72.554,,37.298202200000006,-113.02630049999999
Zion National Park,2009,7,84.24799999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2009,8,81.74199999999998,,37.298202200000006,-113.02630049999999
Zion National Park,2009,9,76.65599999999998,,37.298202200000006,-113.02630049999999
Zion National Park,2009,10,56.89818181818182,,37.298202200000006,-113.02630049999999
Zion National Park,2009,11,53.417,,37.298202200000006,-113.02630049999999
Zion National Park,2009,12,35.236999999999995,,37.298202200000006,-113.02630049999999
Zion National Park,2010,1,42.843999999999994,,37.298202200000006,-113.02630049999999
Zion National Park,2010,2,41.91700000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2010,3,50.805,,37.298202200000006,-113.02630049999999
Zion National Park,2010,4,54.75,,37.298202200000006,-113.02630049999999
Zion National Park,2010,5,59.148999999999994,,37.298202200000006,-113.02630049999999
Zion National Park,2010,6,76.91,,37.298202200000006,-113.02630049999999
Zion National Park,2010,7,84.23363636363636,,37.298202200000006,-113.02630049999999
Zion National Park,2010,8,81.572,,37.298202200000006,-113.02630049999999
Zion National Park,2010,9,80.14899999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2010,10,61.372,,37.298202200000006,-113.02630049999999
Zion National Park,2010,11,46.72,,37.298202200000006,-113.02630049999999
Zion National Park,2010,12,43.73454545454546,,37.298202200000006,-113.02630049999999
Zion National Park,2011,1,43.786,,37.298202200000006,-113.02630049999999
Zion National Park,2011,2,38.1,,37.298202200000006,-113.02630049999999
Zion National Park,2011,3,50.01090909090909,,37.298202200000006,-113.02630049999999
Zion National Park,2011,4,51.349,,37.298202200000006,-113.02630049999999
Zion National Park,2011,5,60.641000000000005,,37.298202200000006,-113.02630049999999
Zion National Park,2011,6,75.92399999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2011,7,81.92800000000003,,37.298202200000006,-113.02630049999999
Zion National Park,2011,8,85.51181818181819,,37.298202200000006,-113.02630049999999
Zion National Park,2011,9,76.38399999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2011,10,63.052,,37.298202200000006,-113.02630049999999
Zion National Park,2011,11,47.422,,37.298202200000006,-113.02630049999999
Zion National Park,2011,12,39.70500000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2012,1,45.80272727272728,,37.298202200000006,-113.02630049999999
Zion National Park,2012,2,42.82,,37.298202200000006,-113.02630049999999
Zion National Park,2012,3,53.21909090909091,,37.298202200000006,-113.02630049999999
Zion National Park,2012,4,61.355,,37.298202200000006,-113.02630049999999
Zion National Park,2012,5,72.06199999999998,,37.298202200000006,-113.02630049999999
Zion National Park,2012,6,82.58800000000002,,37.298202200000006,-113.02630049999999
Zion National Park,2012,7,83.08099999999997,,37.298202200000006,-113.02630049999999
Zion National Park,2012,8,82.19454545454545,,37.298202200000006,-113.02630049999999
Zion National Park,2012,9,77.45,,37.298202200000006,-113.02630049999999
Zion National Park,2012,10,63.398999999999994,,37.298202200000006,-113.02630049999999
Zion National Park,2012,11,54.387,,37.298202200000006,-113.02630049999999
Zion National Park,2012,12,40.511,,37.298202200000006,-113.02630049999999
Zion National Park,2013,1,38.09090909090909,,37.298202200000006,-113.02630049999999
Zion National Park,2013,2,39.53333333333333,,37.298202200000006,-113.02630049999999
Zion National Park,2013,3,55.054,,37.298202200000006,-113.02630049999999
Zion National Park,2013,4,59.84,,37.298202200000006,-113.02630049999999
Zion National Park,2013,5,67.69000000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2013,6,84.822,,37.298202200000006,-113.02630049999999
Zion National Park,2013,7,84.17299999999999,,37.298202200000006,-113.02630049999999
Zion National Park,2013,8,81.25699999999998,,37.298202200000006,-113.02630049999999
Zion National Park,2013,9,70.191,,37.298202200000006,-113.02630049999999
Zion National Park,2013,10,57.57454545454545,,37.298202200000006,-113.02630049999999
Zion National Park,2013,11,51.594,,37.298202200000006,-113.02630049999999
Zion National Park,2013,12,40.964,,37.298202200000006,-113.02630049999999
Zion National Park,2014,1,48.983999999999995,,37.298202200000006,-113.02630049999999
Zion National Park,2014,2,47.62300000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2014,3,52.718,,37.298202200000006,-113.02630049999999
Zion National Park,2014,4,57.047,,37.298202200000006,-113.02630049999999
Zion National Park,2014,5,67.26700000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2014,6,80.725,,37.298202200000006,-113.02630049999999
Zion National Park,2014,7,83.98363636363636,,37.298202200000006,-113.02630049999999
Zion National Park,2014,8,76.638,,37.298202200000006,-113.02630049999999
Zion National Park,2014,9,76.07600000000001,,37.298202200000006,-113.02630049999999
Zion National Park,2014,10,67.456,,37.298202200000006,-113.02630049999999
Zion National Park,2014,11,52.05,,37.298202200000006,-113.02630049999999
Zion National Park,2014,12,41.82727272727273,,37.298202200000006,-113.02630049999999
Zion National Park,2015,1,46.458999999999996,,37.298202200000006,-113.02630049999999
Zion National Park,2015,2,52.63,,37.298202200000006,-113.02630049999999
Zion National Park,2015,3,57.29181818181817,,37.298202200000006,-113.02630049999999
Zion National Park,2015,4,59.266000000000005,,37.298202200000006,-113.02630049999999
